time,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
0,221.514914029,8.00242524064,41.4781018684,175.85364495,77.6481650159,18.7658178709,167.37298236,228.885146811,65.6550893382,24.4826707634,68.8942663744,6.76356740268,132.686100588
593,227.479047173,9.72004998981,34.8609419061,172.585924113,70.3383534803,17.5690491513,169.069802354,156.34569656,43.1623431011,24.910237104,65.8376809149,6.60658053398,151.705185447
1662,233.443180316,8.62701605852,36.5152318967,176.942885229,74.5414951133,18.4998692665,169.069802354,167.744753028,42.2626332517,25.0527592175,66.8565427348,6.60658053398,143.780566755
2097,229.467091554,8.15857294511,34.8609419061,174.764404671,79.110127323,18.7658178709,169.069802354,150.128029396,36.6073141978,25.0527592175,63.7999572753,6.44959366529,120.006710681
2827,231.455135935,8.15857294511,33.2066519155,175.85364495,75.0897309784,18.3668949643,169.069802354,177.071253775,31.7231750149,25.0527592175,64.8188190951,6.2926067966,105.742397037
4345,229.467091554,6.90939130936,43.132391859,179.121365787,66.6834477125,16.7712033382,167.37298236,155.309418699,16.9422274876,25.480325558,66.8565427348,6.1356199279,213.517211239
5775,229.467091554,6.59709590042,46.4409718402,176.942885229,71.8003157874,18.10094636,167.37298236,171.889864471,16.6851675306,25.195281331,64.8188190951,5.66465932183,229.366448622
7210,229.467091554,6.12865278701,46.4409718402,174.764404671,68.328155308,16.5052547339,170.766622349,152.200585117,16.4281075736,24.7677149905,66.8565427348,5.19369871575,254.725228434
8680,235.431224698,6.59709590042,43.132391859,179.121365787,69.7901176151,16.9041776404,169.069802354,159.454530142,18.9987071436,25.195281331,66.8565427348,4.40876437228,211.932287501
10030,235.431224698,6.59709590042,46.4409718402,179.121365787,63.3940325215,15.5744346187,169.069802354,152.200585117,16.5566375521,26.0504140121,72.9697136537,4.09479063489,226.196601146
11453,239.40731346,7.53398212724,48.0952618308,181.299846345,57.546183293,14.3776658991,167.37298236,171.889864471,16.5566375521,27.6181572607,70.9319900141,4.09479063489,234.121219837
12983,237.419269079,7.84627753617,51.403841812,182.389086624,63.9422683866,16.2393061295,169.069802354,171.889864471,15.6569277026,27.4756351472,73.9885754735,3.9378037662,188.158431427
14295,239.40731346,8.15857294511,48.0952618308,181.299846345,63.0285419447,15.4414603165,172.463442343,172.926142332,13.6004480467,27.7606793743,75.0074372934,3.62383002882,194.49812638
15771,239.40731346,8.15857294511,53.0581318026,182.389086624,59.1908908885,14.7765888056,172.463442343,179.143809496,11.1583784552,28.0457236013,76.0262991132,3.46684316012,207.177516286
17440,237.419269079,8.31472064958,48.0952618308,181.299846345,62.1148155027,16.2393061295,167.37298236,193.651699546,10.3871985842,28.6158120553,80.1017463925,3.46684316012,253.140304696
18608,237.419269079,8.15857294511,49.7495518214,181.299846345,63.9422683866,16.2393061295,165.676162366,189.506588103,8.07365897127,28.4732899418,78.0640227528,3.30985629143,211.932287501
19998,241.395357842,8.00242524064,49.7495518214,183.478326903,59.9218720421,15.4414603165,167.37298236,195.724255268,7.55953905728,28.3307678283,81.1206082123,3.30985629143,221.441829931
21428,241.395357842,7.84627753617,49.7495518214,182.389086624,56.9979474278,14.3776658991,169.069802354,210.232145318,7.68806903578,28.4732899418,77.045160933,3.30985629143,200.837821333
22929,241.395357842,8.00242524064,48.0952618308,183.478326903,62.6630513679,16.2393061295,165.676162366,222.667479647,8.58777888526,30.468599531,79.0828845727,3.30985629143,191.328278904
24370,241.395357842,7.84627753617,48.0952618308,183.478326903,62.4803060795,15.9733575252,167.37298236,221.631201786,8.07365897127,29.4709447364,78.0640227528,3.15286942274,230.95137236
25821,247.359490985,7.69012983171,48.0952618308,183.478326903,61.2010890608,15.3084860143,167.37298236,251.683259747,9.35895875625,29.3284226229,75.0074372934,2.99588255404,199.252897595
27274,245.371446604,7.37783442277,48.0952618308,184.567567182,59.7391267537,14.9095631078,169.069802354,258.937204772,9.61601871324,28.6158120553,75.0074372934,2.99588255404,202.422745071
28708,241.395357842,7.53398212724,44.7866818496,182.389086624,60.2873626189,NA,NA,NA,NA,NA,75.0074372934,2.83889568535,211.932287501
