time,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
0,213.562736503,9.40775458087,34.8609419061,166.050482439,63.5767778099,16.1063318274,170.766622349,276.553928405,13.3433880897,23.7700601959,92.3280882304,7.07754114006,156.459956662
315,215.550780885,9.09545917193,33.2066519155,167.139722718,57.1806927162,14.6436145034,170.766622349,247.538148304,16.2995775951,23.6275380823,88.2526409511,6.2926067966,283.253855723
628,221.514914029,8.47086835405,36.5152318967,168.228962997,60.1046173305,14.9095631078,170.766622349,258.937204772,13.9860379822,23.9125823094,88.2526409511,5.66465932183,169.139346568
2083,229.467091554,7.69012983171,43.132391859,173.675164392,59.1908908885,15.1755117121,170.766622349,249.610704026,12.4436782402,23.7700601959,75.0074372934,3.78081689751,134.271024326
3553,229.467091554,7.69012983171,44.7866818496,175.85364495,63.0285419447,15.9733575252,172.463442343,251.683259747,14.7572178532,23.7700601959,53.6113390771,2.52492194796,173.894117783
5063,227.479047173,7.53398212724,49.7495518214,175.85364495,62.4803060795,15.5744346187,174.160262337,243.393036861,13.8575080037,23.3424938553,42.403859059,2.21094821058,199.252897595
6553,225.491002791,9.56390228534,41.4781018684,176.942885229,62.1148155027,15.5744346187,175.857082332,231.993980393,16.4281075736,23.0574496283,39.3472735995,2.21094821058,405.29298357
8143,231.455135935,7.69012983171,49.7495518214,180.210606066,62.6630513679,14.9095631078,175.857082332,238.211647558,17.8419373371,22.9149275148,41.3849972392,2.52492194796,238.875991052
9473,227.479047173,7.37783442277,49.7495518214,176.942885229,62.2975607911,14.9095631078,175.857082332,248.574426165,13.9860379822,22.6298832877,36.2906881401,2.05396134188,224.611677407
10933,225.491002791,7.37783442277,48.0952618308,178.032125508,65.038740117,15.9733575252,172.463442343,257.900926912,13.0863281327,22.4873611742,33.2341026806,1.89697447319,264.234770864
